Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03 00:00:00+05:30,71.8499984741211,71.8499984741211,70.4000015258789,70.75,70.59979248046875,156241
2022-01-04 00:00:00+05:30,71.5999984741211,79.1500015258789,69.5999984741211,77.75,77.58493041992188,1492129
2022-01-05 00:00:00+05:30,82.6500015258789,86.0,78.5,81.5999984741211,81.42675018310547,3125155
2022-01-06 00:00:00+05:30,80.94999694824219,80.94999694824219,78.5,79.8499984741211,79.68046569824219,328082
2022-01-07 00:00:00+05:30,80.0999984741211,80.75,63.900001525878906,75.9000015258789,75.73885345458984,529581
2022-01-10 00:00:00+05:30,77.0,79.44999694824219,76.0,76.80000305175781,76.63694763183594,358623
2022-01-11 00:00:00+05:30,77.4000015258789,77.5,74.55000305175781,74.9000015258789,74.74098205566406,270691
2022-01-12 00:00:00+05:30,75.25,77.0,73.80000305175781,74.0999984741211,73.94267272949219,207706
2022-01-13 00:00:00+05:30,74.69999694824219,77.80000305175781,73.55000305175781,74.5999984741211,74.44161224365234,375626
2022-01-14 00:00:00+05:30,75.1500015258789,76.30000305175781,73.6500015258789,75.05000305175781,74.89066314697266,198366
2022-01-17 00:00:00+05:30,75.55000305175781,79.0999984741211,75.0,77.0,76.83651733398438,423599
2022-01-18 00:00:00+05:30,77.0999984741211,79.4000015258789,74.5,74.8499984741211,74.69108581542969,225657
2022-01-19 00:00:00+05:30,74.94999694824219,75.80000305175781,74.05000305175781,74.55000305175781,74.3917236328125,108722
2022-01-20 00:00:00+05:30,74.55000305175781,76.75,74.25,75.3499984741211,75.19002532958984,138642
2022-01-21 00:00:00+05:30,75.0,75.94999694824219,72.75,73.0,72.84500885009766,185196
2022-01-24 00:00:00+05:30,72.30000305175781,75.0,67.3499984741211,68.94999694824219,68.8036117553711,213977
2022-01-25 00:00:00+05:30,68.0,70.5,65.5999984741211,69.4000015258789,69.25265502929688,112344
2022-01-27 00:00:00+05:30,69.0,69.55000305175781,66.6500015258789,68.5,68.35456848144531,145385
2022-01-28 00:00:00+05:30,68.9000015258789,72.94999694824219,68.6500015258789,70.75,70.59979248046875,177651
2022-01-31 00:00:00+05:30,72.75,73.0,69.69999694824219,70.05000305175781,69.90127563476562,80894
2022-02-01 00:00:00+05:30,72.5,72.5,68.6500015258789,70.5999984741211,70.45010375976562,90216
2022-02-02 00:00:00+05:30,72.0,79.3499984741211,72.0,77.0,76.83651733398438,985235
2022-02-03 00:00:00+05:30,77.44999694824219,81.5999984741211,76.0,79.69999694824219,79.5307846069336,813268
2022-02-04 00:00:00+05:30,80.0999984741211,80.5999984741211,77.0999984741211,77.5,77.33545684814453,258192
2022-02-07 00:00:00+05:30,77.55000305175781,77.9000015258789,73.80000305175781,74.05000305175781,73.89278411865234,212456
2022-02-08 00:00:00+05:30,74.0,75.80000305175781,72.19999694824219,74.5,74.34182739257812,143071
2022-02-09 00:00:00+05:30,74.0999984741211,75.69999694824219,73.0999984741211,73.80000305175781,73.64331817626953,74381
2022-02-10 00:00:00+05:30,73.5,76.0,72.5,74.94999694824219,74.7908706665039,188188
2022-02-11 00:00:00+05:30,74.9000015258789,75.80000305175781,73.0999984741211,74.05000305175781,73.89278411865234,117901
2022-02-14 00:00:00+05:30,70.0,71.3499984741211,66.44999694824219,67.05000305175781,66.90764617919922,237239
2022-02-15 00:00:00+05:30,67.25,69.69999694824219,65.8499984741211,69.0999984741211,68.95329284667969,154863
2022-02-16 00:00:00+05:30,70.4000015258789,71.5,68.69999694824219,69.0999984741211,68.95329284667969,135051
2022-02-17 00:00:00+05:30,70.94999694824219,70.94999694824219,68.80000305175781,69.1500015258789,69.00318908691406,70881
2022-02-18 00:00:00+05:30,70.0999984741211,70.0999984741211,67.55000305175781,67.80000305175781,67.65605926513672,64581
2022-02-21 00:00:00+05:30,65.19999694824219,67.5,65.0,65.8499984741211,65.71018981933594,89468
2022-02-22 00:00:00+05:30,65.0,65.6500015258789,62.75,63.400001525878906,63.26539611816406,107664
2022-02-23 00:00:00+05:30,64.0,66.0,64.0,65.25,65.11146545410156,58129
2022-02-24 00:00:00+05:30,63.0,64.25,55.150001525878906,56.95000076293945,56.8290901184082,198205
2022-02-25 00:00:00+05:30,59.0,63.5,59.0,61.70000076293945,61.56900405883789,107316
2022-02-28 00:00:00+05:30,62.0,63.20000076293945,59.0,62.599998474121094,62.46709060668945,104283
2022-03-02 00:00:00+05:30,61.900001525878906,64.44999694824219,61.150001525878906,62.5,62.367305755615234,75503
2022-03-03 00:00:00+05:30,63.0,64.19999694824219,62.79999923706055,62.95000076293945,62.816349029541016,47667
2022-03-04 00:00:00+05:30,62.95000076293945,62.95000076293945,60.400001525878906,61.29999923706055,61.16985321044922,74461
2022-03-07 00:00:00+05:30,61.0,63.5,58.75,60.29999923706055,60.171974182128906,114871
2022-03-08 00:00:00+05:30,59.900001525878906,61.0,58.25,59.29999923706055,59.17409896850586,229005
2022-03-09 00:00:00+05:30,60.0,62.0,59.95000076293945,61.650001525878906,61.51911163330078,94216
2022-03-10 00:00:00+05:30,62.349998474121094,64.69999694824219,62.349998474121094,62.95000076293945,62.816349029541016,114519
2022-03-11 00:00:00+05:30,62.849998474121094,64.0,62.349998474121094,62.95000076293945,62.816349029541016,60962
2022-03-14 00:00:00+05:30,62.5,63.650001525878906,62.25,62.45000076293945,62.317413330078125,69723
2022-03-15 00:00:00+05:30,62.849998474121094,63.75,60.650001525878906,61.45000076293945,61.31953430175781,72423
2022-03-16 00:00:00+05:30,61.900001525878906,63.0,61.5,61.79999923706055,61.66878890991211,81030
2022-03-17 00:00:00+05:30,63.900001525878906,64.0,62.70000076293945,63.599998474121094,63.464969635009766,101791
2022-03-21 00:00:00+05:30,63.099998474121094,64.9000015258789,62.5,62.849998474121094,62.71656036376953,111454
2022-03-22 00:00:00+05:30,63.75,70.5,62.25,67.3499984741211,67.2070083618164,388363
2022-03-23 00:00:00+05:30,67.75,68.69999694824219,65.0,66.19999694824219,66.0594482421875,323013
2022-03-24 00:00:00+05:30,66.5,67.3499984741211,64.3499984741211,65.69999694824219,65.56050872802734,111940
2022-03-25 00:00:00+05:30,65.80000305175781,66.5,64.30000305175781,64.55000305175781,64.41295623779297,122649
2022-03-28 00:00:00+05:30,64.55000305175781,65.0999984741211,63.0,63.20000076293945,63.065818786621094,112492
2022-03-29 00:00:00+05:30,64.44999694824219,64.8499984741211,62.5,63.0,62.86624526977539,162571
2022-03-30 00:00:00+05:30,63.5,66.0,63.5,64.3499984741211,64.21337890625,175377
2022-03-31 00:00:00+05:30,65.5,66.4000015258789,63.650001525878906,64.0,63.86412048339844,152299
2022-04-01 00:00:00+05:30,64.44999694824219,66.75,64.0,66.0999984741211,65.95966339111328,117042
2022-04-04 00:00:00+05:30,67.44999694824219,68.80000305175781,66.6500015258789,67.8499984741211,67.70594787597656,126423
2022-04-05 00:00:00+05:30,69.0,71.0,67.69999694824219,69.4000015258789,69.25265502929688,251502
2022-04-06 00:00:00+05:30,70.9000015258789,70.9000015258789,68.5999984741211,69.5,69.3524398803711,166816
2022-04-07 00:00:00+05:30,70.5,70.5,67.55000305175781,67.94999694824219,67.80573272705078,133836
2022-04-08 00:00:00+05:30,68.80000305175781,69.94999694824219,67.5,69.25,69.10297393798828,99427
2022-04-11 00:00:00+05:30,69.44999694824219,71.4000015258789,69.44999694824219,70.1500015258789,70.00106811523438,162627
2022-04-12 00:00:00+05:30,70.0,72.0,67.69999694824219,70.0999984741211,69.95116424560547,219496
2022-04-13 00:00:00+05:30,70.0999984741211,73.80000305175781,70.0999984741211,72.55000305175781,72.3959732055664,434643
2022-04-18 00:00:00+05:30,72.9000015258789,74.5,70.80000305175781,72.69999694824219,72.54564666748047,319276
2022-04-19 00:00:00+05:30,75.69999694824219,76.5,70.9000015258789,72.30000305175781,72.14649963378906,437158
2022-04-20 00:00:00+05:30,73.0,73.44999694824219,70.80000305175781,72.25,72.09660339355469,141790
2022-04-21 00:00:00+05:30,73.30000305175781,74.94999694824219,72.5999984741211,73.1500015258789,72.99469757080078,210861
2022-04-22 00:00:00+05:30,72.8499984741211,75.1500015258789,72.0,72.5,72.34607696533203,248461
2022-04-25 00:00:00+05:30,72.19999694824219,72.25,69.69999694824219,69.94999694824219,69.80148315429688,212521
2022-04-26 00:00:00+05:30,71.0,73.80000305175781,71.0,71.3499984741211,71.19851684570312,224442
2022-04-27 00:00:00+05:30,70.94999694824219,72.3499984741211,69.55000305175781,70.3499984741211,70.20063781738281,183225
2022-04-28 00:00:00+05:30,70.69999694824219,71.80000305175781,69.0999984741211,70.25,70.1008529663086,138542
2022-04-29 00:00:00+05:30,70.44999694824219,73.19999694824219,69.19999694824219,70.25,70.1008529663086,310945
2022-05-02 00:00:00+05:30,68.55000305175781,69.5,67.80000305175781,68.25,68.10509490966797,117465
2022-05-04 00:00:00+05:30,69.0,69.44999694824219,66.25,66.55000305175781,66.40870666503906,77046
2022-05-05 00:00:00+05:30,67.6500015258789,68.25,65.0999984741211,66.80000305175781,66.6581802368164,82532
2022-05-06 00:00:00+05:30,65.9000015258789,65.9000015258789,62.95000076293945,63.54999923706055,63.41507339477539,143425
2022-05-09 00:00:00+05:30,62.849998474121094,63.849998474121094,60.599998474121094,61.849998474121094,61.718685150146484,110123
2022-05-10 00:00:00+05:30,61.29999923706055,62.900001525878906,59.0,59.70000076293945,59.57324981689453,99537
2022-05-11 00:00:00+05:30,60.45000076293945,60.79999923706055,56.150001525878906,58.29999923706055,58.17621994018555,103116
2022-05-12 00:00:00+05:30,56.900001525878906,57.79999923706055,56.25,56.5,56.380043029785156,68863
2022-05-13 00:00:00+05:30,58.20000076293945,59.25,57.099998474121094,57.900001525878906,57.77707290649414,72357
2022-05-16 00:00:00+05:30,57.75,60.099998474121094,57.75,58.849998474121094,58.72505187988281,55481
2022-05-17 00:00:00+05:30,58.95000076293945,61.650001525878906,58.95000076293945,61.0,60.87049102783203,78907
2022-05-18 00:00:00+05:30,62.0,63.5,60.29999923706055,61.400001525878906,61.2696418762207,110829
2022-05-19 00:00:00+05:30,60.0,60.900001525878906,58.650001525878906,59.29999923706055,59.17409896850586,68647
2022-05-20 00:00:00+05:30,60.099998474121094,62.400001525878906,60.04999923706055,61.400001525878906,61.2696418762207,91507
2022-05-23 00:00:00+05:30,63.95000076293945,63.95000076293945,60.5,61.099998474121094,60.97027587890625,85418
2022-05-24 00:00:00+05:30,61.099998474121094,62.04999923706055,59.25,59.650001525878906,59.52335739135742,40323
2022-05-25 00:00:00+05:30,59.70000076293945,61.45000076293945,56.95000076293945,57.650001525878906,57.52760314941406,44920
2022-05-26 00:00:00+05:30,59.0,59.29999923706055,55.20000076293945,58.599998474121094,58.475582122802734,86527
2022-05-27 00:00:00+05:30,62.95000076293945,69.44999694824219,62.70000076293945,64.0999984741211,63.963905334472656,1230669
2022-05-30 00:00:00+05:30,64.0999984741211,64.9000015258789,62.099998474121094,62.650001525878906,62.51698684692383,139724
2022-05-31 00:00:00+05:30,62.5,63.5,61.0,62.400001525878906,62.26751708984375,113386
2022-06-01 00:00:00+05:30,62.400001525878906,63.900001525878906,61.79999923706055,62.650001525878906,62.51698684692383,98615
2022-06-02 00:00:00+05:30,62.900001525878906,65.75,62.0,64.80000305175781,64.66242218017578,176668
2022-06-03 00:00:00+05:30,65.6500015258789,66.05000305175781,63.0,63.400001525878906,63.26539611816406,91548
2022-06-06 00:00:00+05:30,63.400001525878906,65.4000015258789,62.29999923706055,65.0999984741211,64.96178436279297,143509
2022-06-07 00:00:00+05:30,65.0999984741211,65.5999984741211,63.20000076293945,63.650001525878906,63.51486587524414,58314
2022-06-08 00:00:00+05:30,64.9000015258789,64.9000015258789,62.0,62.349998474121094,62.217620849609375,103265
2022-06-09 00:00:00+05:30,62.79999923706055,63.20000076293945,61.5,62.04999923706055,61.91825866699219,75343
2022-06-10 00:00:00+05:30,61.45000076293945,62.900001525878906,61.04999923706055,61.95000076293945,61.81847381591797,50864
2022-06-13 00:00:00+05:30,60.0,62.79999923706055,59.0,59.79999923706055,59.673038482666016,115749
2022-06-14 00:00:00+05:30,60.599998474121094,61.04999923706055,58.79999923706055,59.349998474121094,59.22399139404297,71362
2022-06-15 00:00:00+05:30,60.0,60.20000076293945,59.099998474121094,59.650001525878906,59.52335739135742,40202
2022-06-16 00:00:00+05:30,60.349998474121094,60.900001525878906,57.0,57.25,57.12845230102539,94956
2022-06-17 00:00:00+05:30,57.25,58.29999923706055,55.79999923706055,56.20000076293945,56.08068084716797,71929
2022-06-20 00:00:00+05:30,58.45000076293945,58.45000076293945,50.79999923706055,53.20000076293945,53.08705139160156,192145
2022-06-21 00:00:00+05:30,53.25,60.099998474121094,53.25,57.04999923706055,56.92887496948242,141084
2022-06-22 00:00:00+05:30,57.0,57.650001525878906,55.099998474121094,56.900001525878906,56.779197692871094,81231
2022-06-23 00:00:00+05:30,57.70000076293945,57.79999923706055,56.150001525878906,56.95000076293945,56.8290901184082,29693
2022-06-24 00:00:00+05:30,57.099998474121094,58.79999923706055,56.79999923706055,57.29999923706055,57.1783447265625,44360
2022-06-27 00:00:00+05:30,58.349998474121094,59.5,57.20000076293945,57.75,57.62739181518555,42357
2022-06-28 00:00:00+05:30,57.0,58.29999923706055,57.0,58.0,57.87685775756836,32934
2022-06-29 00:00:00+05:30,58.0,59.5,58.0,58.150001525878906,58.02654266357422,32558
2022-06-30 00:00:00+05:30,58.29999923706055,59.0,57.099998474121094,57.45000076293945,57.328025817871094,33644
2022-07-01 00:00:00+05:30,58.0,58.20000076293945,56.400001525878906,57.54999923706055,57.42781448364258,25159
2022-07-04 00:00:00+05:30,58.599998474121094,61.75,56.599998474121094,61.349998474121094,61.21974563598633,147688
2022-07-05 00:00:00+05:30,61.75,62.0,59.349998474121094,60.0,59.87261199951172,54106
2022-07-06 00:00:00+05:30,60.849998474121094,61.5,59.0,60.0,59.87261199951172,38423
2022-07-07 00:00:00+05:30,61.150001525878906,61.150001525878906,60.099998474121094,60.45000076293945,60.321659088134766,30913
2022-07-08 00:00:00+05:30,60.79999923706055,61.20000076293945,60.099998474121094,60.29999923706055,60.171974182128906,29416
2022-07-11 00:00:00+05:30,60.099998474121094,62.5,59.54999923706055,61.599998474121094,61.469215393066406,55318
2022-07-12 00:00:00+05:30,61.599998474121094,62.79999923706055,61.150001525878906,61.599998474121094,61.469215393066406,56429
2022-07-13 00:00:00+05:30,61.70000076293945,62.650001525878906,60.29999923706055,61.0,60.87049102783203,32214
2022-07-14 00:00:00+05:30,61.95000076293945,61.95000076293945,58.29999923706055,59.20000076293945,59.074310302734375,60231
