Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03 00:00:00+05:30,258.3999938964844,266.6000061035156,258.0,259.1499938964844,259.1499938964844,23703
2022-01-04 00:00:00+05:30,259.1499938964844,268.0,259.1499938964844,261.8999938964844,261.8999938964844,39318
2022-01-05 00:00:00+05:30,262.45001220703125,274.5,259.8500061035156,270.95001220703125,270.95001220703125,82419
2022-01-06 00:00:00+05:30,270.95001220703125,273.8999938964844,260.0,268.5,268.5,52369
2022-01-07 00:00:00+05:30,269.8999938964844,269.8999938964844,260.95001220703125,265.70001220703125,265.70001220703125,28425
2022-01-10 00:00:00+05:30,261.3999938964844,274.3500061035156,261.3999938964844,267.54998779296875,267.54998779296875,27317
2022-01-11 00:00:00+05:30,268.0,271.54998779296875,264.04998779296875,267.6499938964844,267.6499938964844,14372
2022-01-12 00:00:00+05:30,269.79998779296875,281.0,268.04998779296875,280.1499938964844,280.1499938964844,348147
2022-01-13 00:00:00+05:30,286.0,286.0,274.5,276.6499938964844,276.6499938964844,80041
2022-01-14 00:00:00+05:30,270.20001220703125,280.0,270.20001220703125,276.8500061035156,276.8500061035156,106290
2022-01-17 00:00:00+05:30,280.95001220703125,290.6499938964844,279.3999938964844,290.6499938964844,290.6499938964844,159359
2022-01-18 00:00:00+05:30,295.0,303.3999938964844,281.0,282.45001220703125,282.45001220703125,159027
2022-01-19 00:00:00+05:30,282.0,286.20001220703125,276.0,282.29998779296875,282.29998779296875,47569
2022-01-20 00:00:00+05:30,286.20001220703125,295.1000061035156,277.6000061035156,291.29998779296875,291.29998779296875,107271
2022-01-21 00:00:00+05:30,290.0,294.5,282.20001220703125,284.1499938964844,284.1499938964844,53233
2022-01-24 00:00:00+05:30,285.0,285.0,269.95001220703125,269.95001220703125,269.95001220703125,45578
2022-01-25 00:00:00+05:30,259.20001220703125,270.0,256.54998779296875,265.8500061035156,265.8500061035156,67955
2022-01-27 00:00:00+05:30,261.0,269.95001220703125,258.25,263.1499938964844,263.1499938964844,52216
2022-01-28 00:00:00+05:30,263.1499938964844,273.3500061035156,260.25,262.1000061035156,262.1000061035156,40248
2022-01-31 00:00:00+05:30,265.1000061035156,272.1499938964844,259.04998779296875,261.3999938964844,261.3999938964844,22607
2022-02-01 00:00:00+05:30,268.29998779296875,272.0,258.0,265.25,265.25,32419
2022-02-02 00:00:00+05:30,265.0,278.5,265.0,278.1499938964844,278.1499938964844,54361
2022-02-03 00:00:00+05:30,278.1499938964844,287.95001220703125,277.0,282.3999938964844,282.3999938964844,30658
2022-02-04 00:00:00+05:30,288.95001220703125,288.95001220703125,277.70001220703125,278.6000061035156,278.6000061035156,18638
2022-02-07 00:00:00+05:30,281.0,282.95001220703125,278.0,279.5,279.5,43434
2022-02-08 00:00:00+05:30,277.70001220703125,285.95001220703125,270.8999938964844,274.1000061035156,274.1000061035156,35037
2022-02-09 00:00:00+05:30,274.0,283.79998779296875,273.79998779296875,279.6000061035156,279.6000061035156,14765
2022-02-10 00:00:00+05:30,281.0,298.0,276.0,289.20001220703125,289.20001220703125,95109
2022-02-11 00:00:00+05:30,288.0,289.5,278.25,279.1000061035156,279.1000061035156,30009
2022-02-14 00:00:00+05:30,270.0,295.0,251.25,268.54998779296875,268.54998779296875,99167
2022-02-15 00:00:00+05:30,284.3999938964844,285.0,262.29998779296875,271.1499938964844,271.1499938964844,135159
2022-02-16 00:00:00+05:30,274.95001220703125,282.5,264.20001220703125,266.0,266.0,90208
2022-02-17 00:00:00+05:30,269.70001220703125,271.3500061035156,264.6499938964844,266.25,266.25,45814
2022-02-18 00:00:00+05:30,267.79998779296875,268.6499938964844,255.1999969482422,260.95001220703125,260.95001220703125,41279
2022-02-21 00:00:00+05:30,254.10000610351562,257.8999938964844,244.0,249.10000610351562,249.10000610351562,32627
2022-02-22 00:00:00+05:30,245.25,245.25,232.85000610351562,241.3000030517578,241.3000030517578,49170
2022-02-23 00:00:00+05:30,241.0,251.9499969482422,239.5,249.5500030517578,249.5500030517578,62834
2022-02-24 00:00:00+05:30,244.8000030517578,244.8000030517578,224.60000610351562,225.8000030517578,225.8000030517578,63734
2022-02-25 00:00:00+05:30,228.0,238.0,228.0,233.60000610351562,233.60000610351562,22027
2022-02-28 00:00:00+05:30,230.1999969482422,234.89999389648438,226.35000610351562,231.9499969482422,231.9499969482422,56077
2022-03-02 00:00:00+05:30,230.9499969482422,243.0,229.5500030517578,240.8000030517578,240.8000030517578,72746
2022-03-03 00:00:00+05:30,240.8000030517578,244.5500030517578,235.35000610351562,237.10000610351562,237.10000610351562,16345
2022-03-04 00:00:00+05:30,242.0,242.0,233.39999389648438,237.85000610351562,237.85000610351562,12540
2022-03-07 00:00:00+05:30,233.0,236.64999389648438,226.3000030517578,227.39999389648438,227.39999389648438,60369
2022-03-08 00:00:00+05:30,230.0,232.9499969482422,222.0,229.5500030517578,229.5500030517578,64629
2022-03-09 00:00:00+05:30,234.0,238.0,230.1999969482422,237.0,237.0,63043
2022-03-10 00:00:00+05:30,243.0,245.0,236.3000030517578,243.5500030517578,243.5500030517578,48031
